Codi,Nom,Data,Precipitacio_mm
U4,Castellnou de Bages,2026-03-08,5.1
U6,Vinyols i els Arcs - Cambrils,2026-03-08,0.1
U7,Aldover,2026-03-08,2.9
U9,l'Aldea,2026-03-08,10.4
UA,l'Ametlla de Mar,2026-03-08,3.3
UB,la Tallada d'Empordà,2026-03-08,4.4
UE,Torroella de Montgrí,2026-03-08,5.2
UF,PN del Garraf - el Rascler,2026-03-08,3.7
UH,el Montmell,2026-03-08,1.0
UI,Gisclareny,2026-03-08,6.6
UJ,Santa Coloma de Queralt,2026-03-08,5.9
UK,Sant Pere de Ribes - PN del Garraf,2026-03-08,3.3
UM,la Granadella,2026-03-08,0.2
UN,Cassà de la Selva,2026-03-08,4.0
UO,Fornells de la Selva,2026-03-08,6.4
UP,Cabrils,2026-03-08,0.2
UQ,Dosrius - PN Montnegre Corredor,2026-03-08,0.5
US,les Cases d'Alcanar,2026-03-08,3.4
UU,Amposta,2026-03-08,8.5
UW,els Alfacs,2026-03-08,3.9
UX,Ulldecona - els Valentins,2026-03-08,4.6
UY,Os de Balaguer - el Monestir d'Avellanes,2026-03-08,2.5
V1,Vallfogona de Balaguer,2026-03-08,0.1
V5,Perafita,2026-03-08,2.9
V8,el Poal,2026-03-08,0.2
VA,Ascó,2026-03-08,0.1
VB,Benissanet,2026-03-08,0.4
VC,Pantà de Riba-roja,2026-03-08,0.0
VD,el Canós,2026-03-08,1.9
VH,Gimenells,2026-03-08,0.1
VK,Raimat,2026-03-08,1.9
VM,Vilanova de Segrià,2026-03-08,0.2
VO,Lladurs,2026-03-08,3.3
VP,Pinós,2026-03-08,1.5
VQ,Constantí,2026-03-08,2.7
VS,Lac Redon (2.247 m),2026-03-08,1.9
VV,Sant Llorenç Savall,2026-03-08,4.8
VX,Tagamanent - PN del Montseny,2026-03-08,4.3
VY,Nulles,2026-03-08,1.4
VZ,Espolla,2026-03-08,20.3
W1,Castelló d'Empúries,2026-03-08,10.2
W4,Vilafranca del Penedès - la Granada,2026-03-08,1.8
W5,Oliana,2026-03-08,9.7
W8,Blancafort,2026-03-08,1.7
W9,la Vall d'en Bas,2026-03-08,2.5
WA,Oliola,2026-03-08,0.1
WB,Albesa,2026-03-08,0.1
WC,Golmés,2026-03-08,0.1
WG,Algerri,2026-03-08,0.1
WI,Maials,2026-03-08,0.4
WJ,el Masroig,2026-03-08,0.8
WK,Alfarràs,2026-03-08,2.5
WL,Sant Martí de Riucorb,2026-03-08,0.3
WM,Santuari de Queralt,2026-03-08,11.1
WN,Montserrat - Sant Dimes,2026-03-08,4.3
WO,la Bisbal del Penedès,2026-03-08,3.9
WP,Canaletes,2026-03-08,1.0
WQ,Montsec d'Ares (1.572 m),2026-03-08,7.1
WR,Torroja del Priorat,2026-03-08,1.0
WS,Viladrau,2026-03-08,8.6
WT,Malgrat de Mar,2026-03-08,1.4
WU,Badalona - Museu,2026-03-08,0.5
WV,Guardiola de Berguedà,2026-03-08,13.1
WW,Artés,2026-03-08,6.0
WX,Camarasa,2026-03-08,5.7
WZ,Cunit,2026-03-08,0.5
X1,Falset,2026-03-08,0.9
X3,Alguaire,2026-03-08,5.4
X4,Barcelona - el Raval,2026-03-08,0.3
X5,PN dels Ports,2026-03-08,4.4
X6,Baldomar,2026-03-08,1.3
X7,Torres de Segre,2026-03-08,0.3
X8,Barcelona - Zona Universitària,2026-03-08,0.9
X9,Caldes de Montbui,2026-03-08,4.6
XA,la Panadella,2026-03-08,0.4
XB,la Llacuna,2026-03-08,2.6
XC,Castellbisbal,2026-03-08,2.3
XD,Ulldemolins,2026-03-08,1.3
XE,Tarragona - Complex Educatiu,2026-03-08,1.1
XF,Sabadell - Parc Agrari,2026-03-08,1.9
XG,Parets del Vallès,2026-03-08,2.1
XH,Sort,2026-03-08,9.4
XI,Mollerussa,2026-03-08,0.1
XJ,Girona,2026-03-08,12.0
XK,Puig Sesolles (1.668 m),2026-03-08,5.3
XL,el Prat de Llobregat,2026-03-08,1.7
XM,els Alamús,2026-03-08,0.0
XN,Seròs,2026-03-08,0.1
XO,Vic,2026-03-08,4.3
XP,Gandesa,2026-03-08,0.3
XQ,Tremp,2026-03-08,6.1
XR,Prades,2026-03-08,2.7
XS,Santa Coloma de Farners,2026-03-08,11.4
XT,Solsona,2026-03-08,5.1
XU,Canyelles,2026-03-08,4.0
XV,Sant Cugat del Vallès - CAR,2026-03-08,0.5
XX,Anglesola - Tornabous,2026-03-08,0.5
XY,Alcarràs,2026-03-08,0.1
XZ,Torroella de Fluvià,2026-03-08,11.0
Y4,Alinyà,2026-03-08,5.4
Y5,Navata,2026-03-08,18.6
Y6,Tivissa,2026-03-08,2.4
YA,Puigcerdà,2026-03-08,0.6
YB,Olot,2026-03-08,2.0
YC,la Pobla de Segur,2026-03-08,0.5
YD,les Borges Blanques,2026-03-08,0.8
YE,Massoteres,2026-03-08,0.7
YF,Miami Platja,2026-03-08,0.2
YG,Tírvia,2026-03-08,7.6
YH,Pujalt,2026-03-08,2.9
YJ,Lleida - la Femosa,2026-03-08,0.0
YK,Terrassa,2026-03-08,1.2
YL,Riudecanyes,2026-03-08,1.4
YM,Granollers,2026-03-08,4.9
YN,Vielha - Elipòrt,2026-03-08,2.5
YO,Sant Sadurní d'Anoia,2026-03-08,7.5
YP,Palafrugell,2026-03-08,2.3
YQ,Port de Barcelona - ZAL Prat,2026-03-08,1.0
YR,Vilanova i la Geltrú,2026-03-08,2.5
YS,Cabanes,2026-03-08,16.4
YT,Bonabé (1.693 m),2026-03-08,3.8
YU,Cantonigròs,2026-03-08,5.9
YV,Mataró,2026-03-08,0.2
YX,Batea,2026-03-08,0.8
YY,Viladecans - les Filipines,2026-03-08,2.4
Z1,Bonaigua (2.266 m),2026-03-08,8.6
Z2,Boí (2.535 m),2026-03-08,9.1
Z3,Malniu (2.230 m),2026-03-08,5.7
Z5,Certascan (2.400 m),2026-03-08,8.1
Z6,Sasseuva (2.228 m),2026-03-08,1.7
Z7,Espot (2.519 m),2026-03-08,11.3
Z9,Cadí Nord (2.143 m) - Prat d'Aguiló,2026-03-08,5.2
ZB,Salòria (2.451 m),2026-03-08,5.7
ZC,Ulldeter (2.413 m),2026-03-08,7.1
ZE,el Port del Comte (2.290 m),2026-03-08,7.8
